,0
41,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
42,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
43,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 1 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 1172 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 734. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 734 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (734). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (734). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
44,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 1 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 822 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 794. while the net income was: 103.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 794 and 104 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (794). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (794). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
45,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 384 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 794. while the net income was: 541.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 794 and 542 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (794). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (794). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
46,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
47,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 1844. while the net income was: 1299.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 1843 and 1297 respectively.  Income was determined by various inputs. including wages (1844). earned income (1844). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
48,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 847 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 940. while the net income was: 297.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 940 and 298 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (940). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (940). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
49,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 1 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 300 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 558. while the net income was: 271.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 558 and 272 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (558). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (558). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
50,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 794. while the net income was: 617.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 794 and 617 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (794). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (794). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
51,2 individual(s) listed in this SNAP application.  0 people in the household over 60. 0.0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 520. while the net income was: 239.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 520 and 239 respectively.  Income was determined by various inputs. including wages (520). earned income (520). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
52,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 322 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
53,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 498 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 1109. while the net income was: 900.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 1109 and 900 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (1109). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (1109). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
54,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 1 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 322 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 794. while the net income was: 603.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 794 and 604 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (794). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (794). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
55,2 individual(s) listed in this SNAP application.  0 people in the household over 60. 0.0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 1594 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 2160. while the net income was: 1386.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 2160 and 1381 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (2160). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (2160). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
56,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
57,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
58,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 322 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
59,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 1 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 1057. while the net income was: 768.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 1057 and 769 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (1057). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (1057). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
60,6 individual(s) listed in this SNAP application.  2 people in the household over 60. 0.0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
61,2 individual(s) listed in this SNAP application.  0 people in the household over 60. 1.0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 522. while the net income was: 345.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 522 and 345 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (522). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (522). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
62,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
63,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 322 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 3103. while the net income was: 2306.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 3104 and 2306 respectively.  Income was determined by various inputs. including wages (3103). earned income (3103). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (1025.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
64,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
