,0
52,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
53,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
54,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $69 *** "
55,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Information not reportedReported information disregarded or not appliedPolicy incorrectly appliedArithmetic computation errorArithmetic computation errorArithmetic computation error.  The error was an OverissuanceOverissuanceOverissuanceOverissuanceOverissuanceOverissuance by an amount of $415$415$415$415$415$415.  The error was found by Variance discovered from recipient interviewVariance clearly identified from case record (documentation not from an automated match)Variance clearly identified from case record (documentation not from an automated match)OtherOtherOther and is because of the applicants Veterans benefitsShelter deductionStandard utility allowanceCombined gross incomeCombined net incomeArithmetic computation and Unreported source of income (do not use for change in employment status)Deduction that should have been included was notDeduction included that should not have beenOtherOtherTranscription or computation errors and occured on 202001.0202001.0202001.0202001.0202001.0202001.0  Information given above was verified by From information provided by recipientFrom information provided by recipientGovernment agency or public records. not automated matchOtherOtherOther.  
 *** Final Calculated Benefit: $43 *** "
56,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
57,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
58,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
59,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
60,"6 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Individual in the home but not part of SNAP householdone person is a(n) Individual in the home but not part of SNAP householdone person is a(n) Individual in the home but not part of SNAP householdone person is a(n) Individual in the home but not part of SNAP householdone person is a(n) Individual in the home but not part of SNAP household.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants Standard utility allowance and Deduction included that should not have been and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
61,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Individual in the home but not part of SNAP household.  Based on Quality Control the error made faulted the Policy incorrectly appliedPolicy incorrectly appliedPolicy incorrectly appliedArithmetic computation error.  The error was an OverissuanceOverissuanceOverissuanceOverissuance by an amount of $313$313$313$313.  The error was found by Variance clearly identified from case record (documentation not from an automated match)Variance clearly identified from case record (documentation not from an automated match)Government agency or public records. not automated matchOther and is because of the applicants Unit compositionShelter deductionStandard utility allowanceArithmetic computation and OtherDeduction included that should not have beenDeduction included that should not have beenBenefit/allotment/eligibility incorrectly computed and occured on 202007.0202007.0202007.0202007.0  Information given above was verified by From case record (verification not from an automated match)From case record (verification not from an automated match)Government agency or public records. not automated matchOther.  
 *** Final Calculated Benefit: $146 *** "
62,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants Standard utility allowance and Deduction included that should not have been and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
63,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
64,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
65,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not appliedReported information disregarded or not applied.  The error was an UnderissuanceUnderissuance by an amount of $182.  The error was found by Variance clearly identified from case record (documentation not from an automated match)Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants Shelter deductionArithmetic computation and Deduction that should have been included was notBenefit/allotment/eligibility incorrectly computed and occured on 201912.0201912.0  Information given above was verified by LandlordGovernment agency or public records. not automated match.  
 *** Final Calculated Benefit: $250 *** "
66,"4 individual(s) listed in this SNAP application.  In the application one person is a(n) Member is ineligible noncitizen and not participating in State-funded SNAPone person is a(n) Member is ineligible noncitizen and not participating in State-funded SNAPone person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants Standard utility allowance and Deduction included that should not have been and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $459 *** "
67,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $459 *** "
68,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
69,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
70,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
71,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
72,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
73,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $229 *** "
74,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
75,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
76,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
77,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
78,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
79,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
80,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
81,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
82,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not applied.  The error was an Underissuance by an amount of $59.  The error was found by Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants Shelter deduction and Deduction that should have been included was not and occured on 202109.0  Information given above was verified by From case record (verification not from an automated match).  
 *** Final Calculated Benefit: $459 *** "
83,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
84,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Information not reportedOtherOther.  The error was an OverissuanceOverissuanceOverissuance by an amount of $82$82$82.  The error was found by Variance discovered from recipient interviewVariance discovered from recipient interviewVariance discovered from recipient interview and is because of the applicants Shelter deductionCombined net incomeArithmetic computation and Deduction included that should not have beenOtherOther and occured on 202109.0202109.0202108.0  Information given above was verified by OtherOtherOther.  
 *** Final Calculated Benefit: $20 *** "
85,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
86,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
87,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
88,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not appliedPolicy incorrectly applied.  The error was an OverissuanceOverissuance by an amount of $209.  The error was found by Variance clearly identified from case record (documentation not from an automated match)Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants Unit compositionStandard utility allowance and Ineligible person(s) includedDeduction included that should not have been and occured on 201011.0201011.0  Information given above was verified by From case record (verification not from an automated match)From case record (verification from an automated match).  
 *** Final Calculated Benefit: $250 *** "
89,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Information not reportedInformation not reportedPolicy incorrectly applied.  The error was an OverissuanceOverissuanceOverissuance by an amount of $230$230$230.  The error was found by Government agency or public records. not automated matchGovernment agency or public records. not automated matchVariance clearly identified from case record (documentation from an automated match) and is because of the applicants Wages and salariesEarned income deductionsStandard utility allowance and Employment status changed from unemployed to employedDeduction that should have been included was notDeduction included that should not have been and occured on 202105.0202105.0202105.0  Information given above was verified by Government agency or public records. not automated matchGovernment agency or public records. not automated matchFrom case record (verification from an automated match).  
 *** Final Calculated Benefit: $20 *** "
90,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $459 *** "
91,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Information withheld by client (case referred for Intentional Program Violation [IPV] investigationAgency failed to verify required information.  The error was an OverissuanceOverissuance by an amount of $439$439.  The error was found by Variance clearly identified from case record (documentation from an automated match)Variance clearly identified from case record (documentation from an automated match) and is because of the applicants Wages and salariesWages and salaries and Unreported source of income (do not use for change in employment status)Unreported source of income (do not use for change in employment status) and occured on 202104.0202104.0  Information given above was verified by From case record (verification from an automated match)From case record (verification from an automated match).  
 *** Final Calculated Benefit: $20 *** "
92,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $144 *** "
93,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
94,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $248 *** "
95,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not appliedPolicy incorrectly appliedInformation withheld by client (case referred for Intentional Program Violation [IPV] investigationInformation withheld by client (case referred for Intentional Program Violation [IPV] investigationInformation withheld by client (case referred for Intentional Program Violation [IPV] investigation.  The error was an OverissuanceOverissuanceOverissuanceOverissuanceOverissuance by an amount of $230$230$230$230$230.  The error was found by Variance clearly identified from case record (documentation from an automated match)Variance clearly identified from case record (documentation from an automated match)Variance clearly identified from case record (documentation from an automated match)Variance clearly identified from case record (documentation from an automated match)Variance clearly identified from case record (documentation from an automated match) and is because of the applicants Wages and salariesStandard utility allowanceCombined gross incomeCombined net incomeArithmetic computation and Unreported source of income (do not use for change in employment status)Deduction included that should not have beenOtherOtherOther and occured on 202104.0202104.0202104.0202104.0202104.0  Information given above was verified by Employer (present or former)From information provided by recipientEmployer (present or former)Employer (present or former)Employer (present or former).  
 *** Final Calculated Benefit: $20 *** "
96,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $32 *** "
97,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
98,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
99,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not appliedPolicy incorrectly appliedReported information disregarded or not appliedReported information disregarded or not appliedReported information disregarded or not applied.  The error was an OverissuanceOverissuanceOverissuanceOverissuanceOverissuance by an amount of $60.  The error was found by Variance clearly identified from case record (documentation from an automated match)Variance clearly identified from case record (documentation not from an automated match)Variance clearly identified from case record (documentation from an automated match)Variance clearly identified from case record (documentation from an automated match)Variance clearly identified from case record (documentation from an automated match) and is because of the applicants SSI and/or State SSI supplementStandard utility allowanceCombined gross incomeCombined net incomeArithmetic computation and Less income received from this source than budgetedDeduction included that should not have beenOtherOtherOther and occured on 202012.0202012.0202012.0202012.0202012.0  Information given above was verified by Government agency or public records. automated matchGovernment agency or public records. automated matchGovernment agency or public records. not automated matchGovernment agency or public records. not automated matchGovernment agency or public records. not automated match.  
 *** Final Calculated Benefit: $104 *** "
100,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Information not reportedComputer user errorArithmetic computation errorOther.  The error was an OverissuanceOverissuanceOverissuanceOverissuance by an amount of $112$112$112$112.  The error was found by OtherOtherOtherOther and is because of the applicants Wages and salariesCombined gross incomeCombined net incomeArithmetic computation and Employment status changed from unemployed to employedOtherOtherOther and occured on 202109.0202109.0202109.0202109.0  Information given above was verified by OtherOtherOtherOther.  
 *** Final Calculated Benefit: $138 *** "
101,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
102,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
103,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
104,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Information not reportedInformation not reportedInformation not reportedInformation not reportedInformation not reportedPolicy incorrectly applied.  The error was an OverissuanceOverissuanceOverissuanceOverissuanceOverissuance by an amount of $230$230$230$230$230$230.  The error was found by OtherOtherOtherOtherOtherVariance clearly identified from case record (documentation not from an automated match) and is because of the applicants Wages and salariesEarned income deductionsCombined gross incomeCombined net incomeArithmetic computationShelter deduction and Unreported source of income (do not use for change in employment status)Deduction that should have been included was notOtherOtherBenefit/allotment/eligibility incorrectly computedDeduction that should have been included was not and occured on 202109.0202109.0202109.0202109.0202109.0202102.0  Information given above was verified by OtherOtherOtherOtherOtherFrom case record (verification not from an automated match).  
 *** Final Calculated Benefit: $20 *** "
105,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Individual in the home but not part of SNAP household.  Based on Quality Control the error made faulted the Reported information disregarded or not applied.  The error was an Overissuance by an amount of $209.  The error was found by Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants Unit composition and Ineligible person(s) included and occured on 202103.0  Information given above was verified by From case record (verification not from an automated match).  
 *** Final Calculated Benefit: $20 *** "
106,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
107,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Individual in the home but not part of SNAP household.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
108,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
109,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Policy incorrectly applied.  The error was an Underissuance by an amount of $230.  The error was found by Variance clearly identified from case record (documentation from an automated match) and is because of the applicants Unemployment compensation and Less income received from this source than budgeted and occured on 202110.0  Information given above was verified by From case record (verification from an automated match).  
 *** Final Calculated Benefit: $250 *** "
110,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not applied.  The error was an Underissuance by an amount of $65.  The error was found by Variance discovered from recipient interview and is because of the applicants Shelter deduction and Deduction that should have been included was not and occured on 202106.0  Information given above was verified by Landlord.  
 *** Final Calculated Benefit: $109 *** "
